:START_ID(User-ID),:END_ID(Place-ID),:TYPE
143,1,CHECKED_IN
144,1,CHECKED_IN
145,2,CHECKED_IN
146,1,CHECKED_IN
36,2,CHECKED_IN
148,1,CHECKED_IN
149,2,CHECKED_IN
150,1,CHECKED_IN
152,1,CHECKED_IN
154,1,CHECKED_IN
156,1,CHECKED_IN
157,1,CHECKED_IN
158,1,CHECKED_IN
159,1,CHECKED_IN
160,1,CHECKED_IN
161,1,CHECKED_IN
128,1,CHECKED_IN
162,1,CHECKED_IN
163,1,CHECKED_IN
164,1,CHECKED_IN
166,2,CHECKED_IN
167,1,CHECKED_IN
170,1,CHECKED_IN
171,1,CHECKED_IN
172,1,CHECKED_IN
173,1,CHECKED_IN
111,1,CHECKED_IN
175,1,CHECKED_IN
176,1,CHECKED_IN
59,1,CHECKED_IN
12,2,CHECKED_IN
178,1,CHECKED_IN
179,1,CHECKED_IN
180,1,CHECKED_IN
182,6,CHECKED_IN
185,3,CHECKED_IN
111,1,CHECKED_IN
189,4,CHECKED_IN
191,1,CHECKED_IN
12,1,CHECKED_IN
192,5,CHECKED_IN
193,13,CHECKED_IN
194,4,CHECKED_IN
197,1,CHECKED_IN
198,3,CHECKED_IN
199,2,CHECKED_IN
200,11,CHECKED_IN
202,2,CHECKED_IN
203,1,CHECKED_IN
204,15,CHECKED_IN
205,6,CHECKED_IN
207,1,CHECKED_IN
208,1,CHECKED_IN
212,18,CHECKED_IN
213,3,CHECKED_IN
215,1,CHECKED_IN
216,8,CHECKED_IN
218,3,CHECKED_IN
219,2,CHECKED_IN
220,1,CHECKED_IN
223,1,CHECKED_IN
224,5,CHECKED_IN
228,2,CHECKED_IN
229,1,CHECKED_IN
230,2,CHECKED_IN
232,1,CHECKED_IN
237,1,CHECKED_IN
239,2,CHECKED_IN
240,3,CHECKED_IN
241,2,CHECKED_IN
242,1,CHECKED_IN
244,3,CHECKED_IN
245,1,CHECKED_IN
246,1,CHECKED_IN
247,1,CHECKED_IN
248,1,CHECKED_IN
251,1,CHECKED_IN
254,1,CHECKED_IN
246,1,CHECKED_IN
255,1,CHECKED_IN
122,5,CHECKED_IN
256,2,CHECKED_IN
257,1,CHECKED_IN
258,1,CHECKED_IN
259,1,CHECKED_IN
260,1,CHECKED_IN
11,1,CHECKED_IN
262,4,CHECKED_IN
180,1,CHECKED_IN
265,1,CHECKED_IN
111,1,CHECKED_IN
266,1,CHECKED_IN
170,1,CHECKED_IN
156,1,CHECKED_IN
267,1,CHECKED_IN
268,1,CHECKED_IN
36,1,CHECKED_IN
269,1,CHECKED_IN
270,1,CHECKED_IN
272,2,CHECKED_IN
273,1,CHECKED_IN
274,1,CHECKED_IN
11,1,CHECKED_IN
276,1,CHECKED_IN
277,1,CHECKED_IN
103,2,CHECKED_IN
229,1,CHECKED_IN
111,1,CHECKED_IN
280,1,CHECKED_IN
281,1,CHECKED_IN
282,1,CHECKED_IN
283,2,CHECKED_IN
284,1,CHECKED_IN
285,1,CHECKED_IN
288,1,CHECKED_IN
289,1,CHECKED_IN
290,2,CHECKED_IN
292,1,CHECKED_IN
293,3,CHECKED_IN
294,1,CHECKED_IN
296,1,CHECKED_IN
297,1,CHECKED_IN
298,1,CHECKED_IN
300,1,CHECKED_IN
301,3,CHECKED_IN
303,1,CHECKED_IN
304,1,CHECKED_IN
239,1,CHECKED_IN
52,2,CHECKED_IN
305,1,CHECKED_IN
307,1,CHECKED_IN
308,1,CHECKED_IN
311,1,CHECKED_IN
313,1,CHECKED_IN
59,1,CHECKED_IN
314,1,CHECKED_IN
255,10,CHECKED_IN
316,1,CHECKED_IN
149,6,CHECKED_IN
318,1,CHECKED_IN
319,4,CHECKED_IN
103,1,CHECKED_IN
307,1,CHECKED_IN
320,2,CHECKED_IN
322,1,CHECKED_IN
176,1,CHECKED_IN
323,2,CHECKED_IN
36,1,CHECKED_IN
326,1,CHECKED_IN
328,2,CHECKED_IN
329,2,CHECKED_IN
330,2,CHECKED_IN
331,1,CHECKED_IN
333,1,CHECKED_IN
334,1,CHECKED_IN
337,1,CHECKED_IN
339,1,CHECKED_IN
8,1,CHECKED_IN
341,1,CHECKED_IN
342,14,CHECKED_IN
103,4,CHECKED_IN
343,5,CHECKED_IN
344,1,CHECKED_IN
229,6,CHECKED_IN
347,1,CHECKED_IN
349,6,CHECKED_IN
350,1,CHECKED_IN
351,4,CHECKED_IN
353,1,CHECKED_IN
354,1,CHECKED_IN
356,1,CHECKED_IN
360,1,CHECKED_IN
361,1,CHECKED_IN
362,2,CHECKED_IN
364,1,CHECKED_IN
171,1,CHECKED_IN
365,1,CHECKED_IN
42,1,CHECKED_IN
368,1,CHECKED_IN
371,5,CHECKED_IN
372,2,CHECKED_IN
373,2,CHECKED_IN
375,1,CHECKED_IN
376,1,CHECKED_IN
377,1,CHECKED_IN
378,1,CHECKED_IN
379,1,CHECKED_IN
380,8,CHECKED_IN
150,3,CHECKED_IN
11,1,CHECKED_IN
304,2,CHECKED_IN
382,1,CHECKED_IN
383,1,CHECKED_IN
384,1,CHECKED_IN
385,1,CHECKED_IN
387,1,CHECKED_IN
364,4,CHECKED_IN
388,1,CHECKED_IN
389,1,CHECKED_IN
392,1,CHECKED_IN
393,1,CHECKED_IN
394,2,CHECKED_IN
395,5,CHECKED_IN
396,1,CHECKED_IN
397,1,CHECKED_IN
398,1,CHECKED_IN
399,1,CHECKED_IN
402,1,CHECKED_IN
208,1,CHECKED_IN
404,1,CHECKED_IN
152,1,CHECKED_IN
406,1,CHECKED_IN
407,1,CHECKED_IN
228,1,CHECKED_IN
48,6,CHECKED_IN
409,1,CHECKED_IN
410,19,CHECKED_IN
412,5,CHECKED_IN
413,1,CHECKED_IN
150,1,CHECKED_IN
414,3,CHECKED_IN
417,3,CHECKED_IN
419,1,CHECKED_IN
421,1,CHECKED_IN
424,1,CHECKED_IN
426,1,CHECKED_IN
427,1,CHECKED_IN
428,1,CHECKED_IN
429,7,CHECKED_IN
431,1,CHECKED_IN
149,1,CHECKED_IN
432,1,CHECKED_IN
435,1,CHECKED_IN
436,1,CHECKED_IN
364,1,CHECKED_IN
439,1,CHECKED_IN
441,1,CHECKED_IN
442,2,CHECKED_IN
12,1,CHECKED_IN
443,1,CHECKED_IN
339,1,CHECKED_IN
445,3,CHECKED_IN
152,1,CHECKED_IN
446,1,CHECKED_IN
447,1,CHECKED_IN
449,1,CHECKED_IN
451,1,CHECKED_IN
54,2,CHECKED_IN
452,1,CHECKED_IN
453,1,CHECKED_IN
454,1,CHECKED_IN
455,1,CHECKED_IN
457,1,CHECKED_IN
458,1,CHECKED_IN
460,1,CHECKED_IN
36,2,CHECKED_IN
461,1,CHECKED_IN
462,2,CHECKED_IN
464,2,CHECKED_IN
465,1,CHECKED_IN
274,1,CHECKED_IN
466,1,CHECKED_IN
41,1,CHECKED_IN
246,1,CHECKED_IN
224,1,CHECKED_IN
36,2,CHECKED_IN
472,1,CHECKED_IN
473,1,CHECKED_IN
12,2,CHECKED_IN
474,1,CHECKED_IN
475,1,CHECKED_IN
476,4,CHECKED_IN
477,1,CHECKED_IN
156,1,CHECKED_IN
479,5,CHECKED_IN
323,1,CHECKED_IN
483,1,CHECKED_IN
484,1,CHECKED_IN
485,1,CHECKED_IN
486,1,CHECKED_IN
132,7,CHECKED_IN
487,1,CHECKED_IN
490,1,CHECKED_IN
491,1,CHECKED_IN
442,1,CHECKED_IN
492,2,CHECKED_IN
118,1,CHECKED_IN
493,1,CHECKED_IN
265,1,CHECKED_IN
495,1,CHECKED_IN
496,77,CHECKED_IN
497,1,CHECKED_IN
11,1,CHECKED_IN
12,2,CHECKED_IN
498,2,CHECKED_IN
360,2,CHECKED_IN
499,10,CHECKED_IN
502,3,CHECKED_IN
503,1,CHECKED_IN
504,2,CHECKED_IN
505,1,CHECKED_IN
506,1,CHECKED_IN
508,1,CHECKED_IN
511,3,CHECKED_IN
512,2,CHECKED_IN
228,1,CHECKED_IN
516,1,CHECKED_IN
172,1,CHECKED_IN
519,1,CHECKED_IN
521,1,CHECKED_IN
523,2,CHECKED_IN
524,1,CHECKED_IN
526,1,CHECKED_IN
528,1,CHECKED_IN
529,1,CHECKED_IN
531,1,CHECKED_IN
59,1,CHECKED_IN
536,5,CHECKED_IN
538,2,CHECKED_IN
539,1,CHECKED_IN
540,1,CHECKED_IN
54,2,CHECKED_IN
541,1,CHECKED_IN
542,1,CHECKED_IN
544,1,CHECKED_IN
547,1,CHECKED_IN
549,1,CHECKED_IN
307,1,CHECKED_IN
554,1,CHECKED_IN
557,1,CHECKED_IN
560,1,CHECKED_IN
561,1,CHECKED_IN
562,1,CHECKED_IN
563,1,CHECKED_IN
152,1,CHECKED_IN
193,1,CHECKED_IN
564,1,CHECKED_IN
565,1,CHECKED_IN
566,1,CHECKED_IN
442,1,CHECKED_IN
568,1,CHECKED_IN
570,1,CHECKED_IN
571,1,CHECKED_IN
572,1,CHECKED_IN
248,1,CHECKED_IN
573,1,CHECKED_IN
574,1,CHECKED_IN
575,1,CHECKED_IN
41,1,CHECKED_IN
577,1,CHECKED_IN
579,1,CHECKED_IN
582,1,CHECKED_IN
583,1,CHECKED_IN
585,1,CHECKED_IN
590,1,CHECKED_IN
593,1,CHECKED_IN
594,1,CHECKED_IN
595,5,CHECKED_IN
596,1,CHECKED_IN
597,1,CHECKED_IN
156,1,CHECKED_IN
599,1,CHECKED_IN
600,1,CHECKED_IN
602,8,CHECKED_IN
122,9,CHECKED_IN
604,1,CHECKED_IN
11,5,CHECKED_IN
605,2,CHECKED_IN
607,5,CHECKED_IN
608,1,CHECKED_IN
12,1,CHECKED_IN
609,1,CHECKED_IN
364,2,CHECKED_IN
611,1,CHECKED_IN
613,1,CHECKED_IN
614,1,CHECKED_IN
616,1,CHECKED_IN
617,1,CHECKED_IN
618,1,CHECKED_IN
307,40,CHECKED_IN
619,5,CHECKED_IN
284,1,CHECKED_IN
621,1,CHECKED_IN
11,3,CHECKED_IN
624,1,CHECKED_IN
626,28,CHECKED_IN
627,1,CHECKED_IN
304,3,CHECKED_IN
229,3,CHECKED_IN
103,3,CHECKED_IN
630,1,CHECKED_IN
600,2,CHECKED_IN
632,2,CHECKED_IN
637,1,CHECKED_IN
523,1,CHECKED_IN
641,1,CHECKED_IN
642,1,CHECKED_IN
643,1,CHECKED_IN
397,1,CHECKED_IN
647,1,CHECKED_IN
648,1,CHECKED_IN
649,2,CHECKED_IN
246,3,CHECKED_IN
650,1,CHECKED_IN
654,4,CHECKED_IN
655,1,CHECKED_IN
656,1,CHECKED_IN
657,1,CHECKED_IN
659,1,CHECKED_IN
660,2,CHECKED_IN
661,3,CHECKED_IN
662,1,CHECKED_IN
663,1,CHECKED_IN
170,1,CHECKED_IN
665,3,CHECKED_IN
666,1,CHECKED_IN
669,3,CHECKED_IN
670,1,CHECKED_IN
671,1,CHECKED_IN
672,1,CHECKED_IN
673,1,CHECKED_IN
11,1,CHECKED_IN
675,1,CHECKED_IN
676,1,CHECKED_IN
677,1,CHECKED_IN
679,1,CHECKED_IN
680,1,CHECKED_IN
683,1,CHECKED_IN
684,2,CHECKED_IN
688,1,CHECKED_IN
689,1,CHECKED_IN
690,3,CHECKED_IN
691,1,CHECKED_IN
692,1,CHECKED_IN
36,1,CHECKED_IN
694,1,CHECKED_IN
695,1,CHECKED_IN
696,1,CHECKED_IN
697,1,CHECKED_IN
699,1,CHECKED_IN
156,11,CHECKED_IN
701,5,CHECKED_IN
702,4,CHECKED_IN
703,2,CHECKED_IN
704,2,CHECKED_IN
707,1,CHECKED_IN
708,2,CHECKED_IN
710,2,CHECKED_IN
711,1,CHECKED_IN
713,3,CHECKED_IN
714,1,CHECKED_IN
715,1,CHECKED_IN
717,1,CHECKED_IN
718,1,CHECKED_IN
719,2,CHECKED_IN
721,3,CHECKED_IN
723,4,CHECKED_IN
724,3,CHECKED_IN
726,1,CHECKED_IN
727,2,CHECKED_IN
728,1,CHECKED_IN
730,1,CHECKED_IN
731,1,CHECKED_IN
161,2,CHECKED_IN
736,2,CHECKED_IN
737,2,CHECKED_IN
738,1,CHECKED_IN
739,1,CHECKED_IN
740,1,CHECKED_IN
741,1,CHECKED_IN
742,1,CHECKED_IN
7,1,CHECKED_IN
743,1,CHECKED_IN
744,1,CHECKED_IN
745,1,CHECKED_IN
176,2,CHECKED_IN
746,1,CHECKED_IN
748,1,CHECKED_IN
750,2,CHECKED_IN
751,1,CHECKED_IN
752,1,CHECKED_IN
753,2,CHECKED_IN
754,1,CHECKED_IN
755,1,CHECKED_IN
756,1,CHECKED_IN
758,1,CHECKED_IN
759,1,CHECKED_IN
760,1,CHECKED_IN
761,3,CHECKED_IN
763,3,CHECKED_IN
766,2,CHECKED_IN
767,1,CHECKED_IN
307,2,CHECKED_IN
229,1,CHECKED_IN
769,1,CHECKED_IN
770,1,CHECKED_IN
771,1,CHECKED_IN
773,1,CHECKED_IN
774,1,CHECKED_IN
197,1,CHECKED_IN
775,1,CHECKED_IN
776,1,CHECKED_IN
777,1,CHECKED_IN
778,1,CHECKED_IN
779,1,CHECKED_IN
224,1,CHECKED_IN
780,1,CHECKED_IN
782,1,CHECKED_IN
784,1,CHECKED_IN
785,1,CHECKED_IN
787,3,CHECKED_IN
183,1,CHECKED_IN
26,1,CHECKED_IN
491,1,CHECKED_IN
789,1,CHECKED_IN
791,1,CHECKED_IN
793,1,CHECKED_IN
794,1,CHECKED_IN
795,1,CHECKED_IN
798,1,CHECKED_IN
799,8,CHECKED_IN
800,1,CHECKED_IN
802,2,CHECKED_IN
803,1,CHECKED_IN
111,1,CHECKED_IN
59,1,CHECKED_IN
808,2,CHECKED_IN
809,12,CHECKED_IN
320,1,CHECKED_IN
12,1,CHECKED_IN
229,1,CHECKED_IN
811,4,CHECKED_IN
812,2,CHECKED_IN
814,1,CHECKED_IN
815,1,CHECKED_IN
816,4,CHECKED_IN
817,1,CHECKED_IN
818,1,CHECKED_IN
819,1,CHECKED_IN
821,11,CHECKED_IN
823,2,CHECKED_IN
825,2,CHECKED_IN
826,1,CHECKED_IN
828,1,CHECKED_IN
830,5,CHECKED_IN
831,1,CHECKED_IN
832,5,CHECKED_IN
833,1,CHECKED_IN
834,1,CHECKED_IN
193,1,CHECKED_IN
132,1,CHECKED_IN
836,1,CHECKED_IN
839,1,CHECKED_IN
11,1,CHECKED_IN
840,1,CHECKED_IN
841,1,CHECKED_IN
25,1,CHECKED_IN
624,1,CHECKED_IN
844,1,CHECKED_IN
845,1,CHECKED_IN
846,1,CHECKED_IN
847,1,CHECKED_IN
115,1,CHECKED_IN
848,1,CHECKED_IN
851,1,CHECKED_IN
853,1,CHECKED_IN
855,1,CHECKED_IN
856,1,CHECKED_IN
857,1,CHECKED_IN
858,1,CHECKED_IN
111,1,CHECKED_IN
860,2,CHECKED_IN
862,1,CHECKED_IN
808,1,CHECKED_IN
864,1,CHECKED_IN
865,1,CHECKED_IN
344,1,CHECKED_IN
869,1,CHECKED_IN
304,1,CHECKED_IN
870,1,CHECKED_IN
871,1,CHECKED_IN
872,1,CHECKED_IN
171,2,CHECKED_IN
873,1,CHECKED_IN
874,1,CHECKED_IN
875,1,CHECKED_IN
876,1,CHECKED_IN
881,1,CHECKED_IN
885,5,CHECKED_IN
886,1,CHECKED_IN
888,1,CHECKED_IN
889,1,CHECKED_IN
103,1,CHECKED_IN
115,1,CHECKED_IN
890,3,CHECKED_IN
891,1,CHECKED_IN
442,1,CHECKED_IN
892,1,CHECKED_IN
893,1,CHECKED_IN
894,1,CHECKED_IN
896,1,CHECKED_IN
897,1,CHECKED_IN
898,1,CHECKED_IN
157,1,CHECKED_IN
901,1,CHECKED_IN
902,1,CHECKED_IN
903,1,CHECKED_IN
904,1,CHECKED_IN
905,1,CHECKED_IN
149,1,CHECKED_IN
11,1,CHECKED_IN
906,1,CHECKED_IN
907,1,CHECKED_IN
908,1,CHECKED_IN
808,7,CHECKED_IN
156,7,CHECKED_IN
360,2,CHECKED_IN
913,3,CHECKED_IN
914,1,CHECKED_IN
12,2,CHECKED_IN
304,1,CHECKED_IN
485,1,CHECKED_IN
103,1,CHECKED_IN
917,1,CHECKED_IN
812,1,CHECKED_IN
176,3,CHECKED_IN
892,1,CHECKED_IN
920,1,CHECKED_IN
921,7,CHECKED_IN
922,1,CHECKED_IN
923,1,CHECKED_IN
924,1,CHECKED_IN
925,2,CHECKED_IN
926,1,CHECKED_IN
619,1,CHECKED_IN
929,2,CHECKED_IN
171,2,CHECKED_IN
930,4,CHECKED_IN
339,1,CHECKED_IN
931,1,CHECKED_IN
932,1,CHECKED_IN
111,4,CHECKED_IN
933,1,CHECKED_IN
229,1,CHECKED_IN
934,1,CHECKED_IN
936,1,CHECKED_IN
937,1,CHECKED_IN
871,1,CHECKED_IN
938,1,CHECKED_IN
939,4,CHECKED_IN
940,1,CHECKED_IN
941,1,CHECKED_IN
942,1,CHECKED_IN
888,2,CHECKED_IN
943,1,CHECKED_IN
944,1,CHECKED_IN
945,1,CHECKED_IN
947,1,CHECKED_IN
36,1,CHECKED_IN
949,3,CHECKED_IN
950,2,CHECKED_IN
952,1,CHECKED_IN
917,1,CHECKED_IN
954,7,CHECKED_IN
955,2,CHECKED_IN
958,1,CHECKED_IN
547,1,CHECKED_IN
962,1,CHECKED_IN
964,1,CHECKED_IN
156,1,CHECKED_IN
965,1,CHECKED_IN
967,1,CHECKED_IN
104,1,CHECKED_IN
970,2,CHECKED_IN
12,1,CHECKED_IN
111,1,CHECKED_IN
865,1,CHECKED_IN
972,2,CHECKED_IN
973,5,CHECKED_IN
208,1,CHECKED_IN
975,3,CHECKED_IN
976,1,CHECKED_IN
977,1,CHECKED_IN
978,2,CHECKED_IN
979,1,CHECKED_IN
980,1,CHECKED_IN
307,5,CHECKED_IN
982,1,CHECKED_IN
985,1,CHECKED_IN
986,8,CHECKED_IN
111,1,CHECKED_IN
12,1,CHECKED_IN
229,5,CHECKED_IN
992,6,CHECKED_IN
176,1,CHECKED_IN
193,1,CHECKED_IN
995,1,CHECKED_IN
103,1,CHECKED_IN
643,3,CHECKED_IN
998,1,CHECKED_IN
1001,1,CHECKED_IN
360,19,CHECKED_IN
11,3,CHECKED_IN
248,1,CHECKED_IN
579,1,CHECKED_IN
1003,1,CHECKED_IN
1008,1,CHECKED_IN
1009,1,CHECKED_IN
1010,1,CHECKED_IN
825,2,CHECKED_IN
920,1,CHECKED_IN
1015,1,CHECKED_IN
344,1,CHECKED_IN
156,6,CHECKED_IN
1017,2,CHECKED_IN
1018,1,CHECKED_IN
36,1,CHECKED_IN
145,1,CHECKED_IN
1021,1,CHECKED_IN
1023,2,CHECKED_IN
1024,2,CHECKED_IN
1025,1,CHECKED_IN
1027,2,CHECKED_IN
12,1,CHECKED_IN
1028,2,CHECKED_IN
1029,1,CHECKED_IN
1030,1,CHECKED_IN
892,2,CHECKED_IN
1032,1,CHECKED_IN
1034,1,CHECKED_IN
63,1,CHECKED_IN
1037,1,CHECKED_IN
1038,1,CHECKED_IN
180,1,CHECKED_IN
1041,1,CHECKED_IN
1042,1,CHECKED_IN
1044,1,CHECKED_IN
1045,1,CHECKED_IN
1047,1,CHECKED_IN
210,1,CHECKED_IN
156,7,CHECKED_IN
171,3,CHECKED_IN
1049,3,CHECKED_IN
1050,1,CHECKED_IN
1052,1,CHECKED_IN
640,1,CHECKED_IN
1053,1,CHECKED_IN
1054,1,CHECKED_IN
344,4,CHECKED_IN
1055,1,CHECKED_IN
229,1,CHECKED_IN
1058,1,CHECKED_IN
1059,1,CHECKED_IN
1061,1,CHECKED_IN
1064,4,CHECKED_IN
1066,1,CHECKED_IN
1068,1,CHECKED_IN
1069,2,CHECKED_IN
220,2,CHECKED_IN
1071,2,CHECKED_IN
1074,1,CHECKED_IN
1075,1,CHECKED_IN
1076,1,CHECKED_IN
152,1,CHECKED_IN
1080,1,CHECKED_IN
1082,1,CHECKED_IN
1086,2,CHECKED_IN
26,1,CHECKED_IN
344,1,CHECKED_IN
11,1,CHECKED_IN
1090,25,CHECKED_IN
1091,1,CHECKED_IN
892,1,CHECKED_IN
1092,4,CHECKED_IN
1093,1,CHECKED_IN
12,1,CHECKED_IN
1097,1,CHECKED_IN
1098,1,CHECKED_IN
1099,1,CHECKED_IN
1100,1,CHECKED_IN
1102,2,CHECKED_IN
1103,1,CHECKED_IN
1104,1,CHECKED_IN
1105,1,CHECKED_IN
1107,1,CHECKED_IN
1108,1,CHECKED_IN
1109,1,CHECKED_IN
1110,1,CHECKED_IN
766,1,CHECKED_IN
1111,1,CHECKED_IN
1112,1,CHECKED_IN
1113,1,CHECKED_IN
1114,1,CHECKED_IN
180,1,CHECKED_IN
624,1,CHECKED_IN
1116,1,CHECKED_IN
1117,1,CHECKED_IN
1118,1,CHECKED_IN
12,1,CHECKED_IN
384,1,CHECKED_IN
304,2,CHECKED_IN
659,1,CHECKED_IN
1120,8,CHECKED_IN
934,9,CHECKED_IN
156,2,CHECKED_IN
1122,2,CHECKED_IN
1123,1,CHECKED_IN
1124,2,CHECKED_IN
54,1,CHECKED_IN
892,1,CHECKED_IN
1125,2,CHECKED_IN
104,3,CHECKED_IN
8,1,CHECKED_IN
1126,1,CHECKED_IN
1127,31,CHECKED_IN
11,1,CHECKED_IN
229,1,CHECKED_IN
1129,2,CHECKED_IN
224,1,CHECKED_IN
1131,11,CHECKED_IN
1132,1,CHECKED_IN
1133,1,CHECKED_IN
1135,3,CHECKED_IN
1137,1,CHECKED_IN
1138,1,CHECKED_IN
1140,1,CHECKED_IN
1142,1,CHECKED_IN
954,2,CHECKED_IN
1145,1,CHECKED_IN
1146,1,CHECKED_IN
1149,1,CHECKED_IN
1151,1,CHECKED_IN
1153,1,CHECKED_IN
1154,1,CHECKED_IN
1155,1,CHECKED_IN
1156,1,CHECKED_IN
193,1,CHECKED_IN
1158,1,CHECKED_IN
193,1,CHECKED_IN
364,1,CHECKED_IN
36,10,CHECKED_IN
1160,1,CHECKED_IN
875,1,CHECKED_IN
1161,2,CHECKED_IN
1162,1,CHECKED_IN
871,1,CHECKED_IN
892,1,CHECKED_IN
1164,1,CHECKED_IN
1165,1,CHECKED_IN
1166,1,CHECKED_IN
1167,1,CHECKED_IN
1168,1,CHECKED_IN
1170,1,CHECKED_IN
36,2,CHECKED_IN
1172,1,CHECKED_IN
1174,1,CHECKED_IN
1175,1,CHECKED_IN
1176,1,CHECKED_IN
1178,5,CHECKED_IN
171,1,CHECKED_IN
1180,1,CHECKED_IN
1182,1,CHECKED_IN
954,3,CHECKED_IN
36,30,CHECKED_IN
1185,8,CHECKED_IN
1186,18,CHECKED_IN
104,1,CHECKED_IN
1187,1,CHECKED_IN
1188,1,CHECKED_IN
1189,1,CHECKED_IN
1190,4,CHECKED_IN
1191,1,CHECKED_IN
1192,12,CHECKED_IN
111,4,CHECKED_IN
728,1,CHECKED_IN
7,2,CHECKED_IN
1195,1,CHECKED_IN
1198,5,CHECKED_IN
1199,3,CHECKED_IN
11,1,CHECKED_IN
8,4,CHECKED_IN
171,5,CHECKED_IN
766,1,CHECKED_IN
360,8,CHECKED_IN
485,1,CHECKED_IN
12,4,CHECKED_IN
1202,1,CHECKED_IN
1204,1,CHECKED_IN
476,2,CHECKED_IN
1205,12,CHECKED_IN
103,2,CHECKED_IN
1207,1,CHECKED_IN
246,3,CHECKED_IN
44,2,CHECKED_IN
640,1,CHECKED_IN
304,2,CHECKED_IN
802,1,CHECKED_IN
579,2,CHECKED_IN
157,1,CHECKED_IN
1211,2,CHECKED_IN
156,1,CHECKED_IN
1215,1,CHECKED_IN
150,2,CHECKED_IN
754,2,CHECKED_IN
176,1,CHECKED_IN
1216,1,CHECKED_IN
1217,1,CHECKED_IN
892,1,CHECKED_IN
1218,4,CHECKED_IN
1219,2,CHECKED_IN
229,1,CHECKED_IN
1220,1,CHECKED_IN
1222,1,CHECKED_IN
393,1,CHECKED_IN
1223,1,CHECKED_IN
323,1,CHECKED_IN
360,1,CHECKED_IN
1224,1,CHECKED_IN
156,1,CHECKED_IN
307,10,CHECKED_IN
152,4,CHECKED_IN
1228,1,CHECKED_IN
1229,1,CHECKED_IN
1230,1,CHECKED_IN
1231,1,CHECKED_IN
1232,2,CHECKED_IN
492,1,CHECKED_IN
36,1,CHECKED_IN
54,1,CHECKED_IN
171,1,CHECKED_IN
1234,2,CHECKED_IN
1235,1,CHECKED_IN
1237,1,CHECKED_IN
1238,1,CHECKED_IN
1239,1,CHECKED_IN
1240,1,CHECKED_IN
156,3,CHECKED_IN
1242,1,CHECKED_IN
890,2,CHECKED_IN
1244,1,CHECKED_IN
1245,2,CHECKED_IN
1246,1,CHECKED_IN
47,1,CHECKED_IN
149,2,CHECKED_IN
393,1,CHECKED_IN
217,1,CHECKED_IN
1249,1,CHECKED_IN
1030,1,CHECKED_IN
1251,1,CHECKED_IN
246,1,CHECKED_IN
1252,1,CHECKED_IN
1253,1,CHECKED_IN
1255,1,CHECKED_IN
1257,4,CHECKED_IN
1108,1,CHECKED_IN
892,1,CHECKED_IN
892,7,CHECKED_IN
442,3,CHECKED_IN
